SETresp,IdCiclo,SAP,IdCL,TipoBaja,Categoria,Componente,Motivo,FechaHora,PAD,Destino,ConCL
"3",,"13057738",,"MOV","Mov a otra locacion sin falla","N/A","Bombeador baja a base añelo por rotacion de equipos.Sin fallas criticas","4/2/2022 10:23 AM","Loc-278","Base Añelo","No"
"2",,"11754409",,"REAC","Falla mayor (Equipo no operativo)","Motor","problemas de inyectores","4/2/2022 10:56 AM","SB-61","Base Añelo","No"
"2",,"13038538",,"REAC","Falla mayor (Equipo no operativo)","Motor","Falla en turbo de admision lado conductor.","4/3/2022 2:51 AM","SB-61","Base Añelo","No"
"2",,"12002163",,"REAC","Falla mayor (Equipo no operativo)","Motor","Falla en turbo lado acompañante. Pedida por IEM para revisar en base","4/3/2022 11:50 PM","SB-61","Base Añelo","No"
"2",,"11568617",,"REAC","Falla mayor (Equipo no operativo)","Transmision","Caja reductora con juego. Pedida por IEM para revisar en base.","4/3/2022 11:54 PM","SB-61","Base Añelo","No"
"3",,"12589534",,"MOV","DTM sin falla","N/A","DTM","4/2/2022 7:00 PM","Loc-278","Base Añelo","No"
"3",,"11516556",,"MOV","DTM sin falla","N/A","DTM","4/2/2022 7:00 PM","Loc-278","Base Añelo","No"
"3",,"12108472",,"MOV","DTM sin falla","N/A","DTM","4/2/2022 7:00 PM","Loc-278","Base Añelo","No"
"2",,"13057723",,"REAC","Falla mayor (Equipo no operativo)","Motor","Se pasa gas oil al aceite. IEM solicita bajarla para revisar en base","4/5/2022 5:08 AM","SB-61","Base Añelo","No"
"2",,"13057723",,"REAC","Falla mayor (Equipo no operativo)","Motor","Se pasa gas oil al aceite","4/5/2022 6:26 AM","SB-61","Base Añelo","No"
"3",,"13038520",,"MOV","DTM sin falla","N/A","DTM","4/2/2022 7:39 AM","Loc-278","Base Añelo","No"
"3",,"12546259",,"MOV","DTM sin falla","N/A","DTM","4/2/2022 7:00 PM","Loc-278","Base Añelo","No"
"3",,"11647244",,"MOV","DTM sin falla","N/A","DTM","4/2/2022 7:00 PM","Loc-278","Base Añelo","No"
"3",,"11501065",,"MOV","DTM sin falla","N/A","DTM","4/2/2022 7:00 PM","Loc-278","Base Añelo","No"
"3",,"12589528",,"MOV","DTM sin falla","N/A","DTM","4/2/2022 7:00 PM","Loc-278","Base Añelo","No"
"3",,"11501075",,"MOV","DTM sin falla","N/A","DTM","4/2/2022 7:00 PM","Loc-278","Base Añelo","No"
"3",,"12622242",,"MOV","DTM sin falla","N/A","DTM","4/2/2022 7:00 PM","Loc-278","Base Añelo","No"
"3",,"11326732",,"MOV","DTM sin falla","N/A","DTM","4/2/2022 7:00 PM","Loc-278","Base Añelo","No"
"3",,"11691240",,"MOV","DTM sin falla","N/A","DTM","4/2/2022 7:00 PM","Loc-278","Base Añelo","No"
"3",,"11970682",,"MOV","DTM sin falla","N/A","DTM","4/2/2022 7:00 PM","Loc-278","Base Añelo","No"
"3",,"13038526",,"MOV","DTM sin falla","N/A","DTM","4/2/2022 7:00 PM","Loc-278","Base Añelo","No"
"3",,"11451139",,"MOV","DTM sin falla","N/A","DTM","4/2/2022 7:00 PM","Loc-278","Base Añelo","No"
"3",,"12506564",,"MOV","DTM sin falla","N/A","DTM","4/2/2022 7:00 PM","Loc-278","Base Añelo","No"
"3",,"11720335",,"MOV","DTM sin falla","N/A","DTM","4/2/2022 7:00 PM","Loc-278","Base Añelo","No"
"3",,"12999800",,"MOV","DTM sin falla","N/A","DTM","4/2/2022 7:00 PM","Loc-278","Base Añelo","No"
"3",,"12506570",,"MOV","DTM sin falla","N/A","DTM","4/2/2022 7:00 PM","Loc-278","Base Añelo","No"
"3",,"11501080",,"MOV","DTM sin falla","N/A","DTM","4/2/2022 7:00 PM","Loc-278","Base Añelo","No"
"3",,"11528725",,"MOV","DTM sin falla","N/A","DTM","4/2/2022 7:00 PM","Loc-278","Base Añelo","No"
"3",,"11970658",,"MOV","DTM sin falla","N/A","DTM","4/2/2022 7:00 PM","Loc-278","Base Añelo","No"
"3",,"12999794",,"MOV","DTM sin falla","N/A","DTM","4/2/2022 7:00 PM","Loc-278","Base Añelo","No"
"2",,"13038532",,"REAC","Falla mayor (Equipo no operativo)","N/A","asiento descarga clavado","4/5/2022 6:27 PM","SB-61","Base Añelo","No"
"2",,"11317872",,"REAC","Falla mayor (Equipo no operativo)","Fluid-End","Fisura piston 3","4/5/2022 11:05 PM","SB-61","Base Añelo","No"
"2",,"13038517",,"MOV","DTM sin falla","N/A","DTM. Prioridad 1","4/7/2022 2:04 AM","SB-61","Base Añelo","No"
"2",,"13038514",,"MOV","DTM sin falla","N/A","DTM prioridad 1","4/7/2022 2:06 AM","SB-61","Base Añelo","No"
"2",,"13057729",,"MOV","DTM sin falla","N/A","DTM prioridad 1","4/7/2022 3:30 AM","SB-61","Base Añelo","No"
"2",,"12153244",,"MOV","DTM sin falla","N/A","DTM prioridad 1","4/7/2022 3:31 AM","SB-61","Base Añelo","No"
"2",,"13057732",,"MOV","DTM sin falla","N/A","DTM prioridad 1","4/7/2022 3:47 AM","SB-61","Base Añelo","No"
"2",,"13057720",,"MOV","DTM sin falla","N/A","DTM prioridad 1","4/7/2022 3:48 AM","SB-61","Base Añelo","No"
"2",,"13057726",,"MOV","DTM sin falla","N/A","DTM prioridad 1","4/7/2022 3:50 AM","SB-61","Base Añelo","No"
"2",,"12468265",,"MOV","DTM sin falla","N/A","DTM prioridad 1","4/7/2022 4:12 AM","SB-61","Base Añelo","No"
"2",,"12468283",,"MOV","DTM sin falla","N/A","DTM priorida 1","4/7/2022 4:16 AM","SB-61","Base Añelo","No"
"2",,"11326934",,"MOV","DTM sin falla","N/A","DTM prioridad 2","4/7/2022 4:18 AM","SB-61","Base Añelo","No"
"2",,"13038523",,"MOV","DTM sin falla","N/A","DTM prioridad 2","4/7/2022 4:21 AM","SB-61","Base Añelo","No"
"2",,"11568617",,"MOV","DTM sin falla","N/A","DTM prioridad 2","4/7/2022 4:22 AM","SB-61","Base Añelo","No"
"2",,"13057750",,"MOV","DTM sin falla","N/A","DTM prioridad 2","4/7/2022 4:24 AM","SB-61","Base Añelo","No"
"2",,"11691538",,"MOV","DTM sin falla","N/A","DTM prioridad 2","4/7/2022 4:25 AM","SB-61","Base Añelo","No"
"2",,"13057735",,"MOV","DTM sin falla","N/A","Baja para ser asignada a SET 3","4/7/2022 4:28 AM","SB-61","Base Añelo","No"
"2",,"12546214",,"MOV","DTM sin falla","N/A","Baja para ser asignada a SET 3","4/7/2022 4:32 AM","SB-61","Base Añelo","No"
"2",,"11970658",,"REAC","Falla mayor (Equipo no operativo)","Fluid-End","Fisura piston 3. Se encamiso piston y seguia perdiendo.","4/7/2022 4:33 AM","SB-61","Base Añelo","No"
"3",,"12506564",,"REAC","Falla mayor (Equipo no operativo)","Power-End","posible falla en engranaje de rodamiento","4/9/2022 4:17 AM","Loc-271","Base Añelo","No"
"2",,"13057735",,"MOV","DTM sin falla","N/A","ERROR DE CARGA DE EQUIPO EN PLANILLA","4/9/2022 3:30 PM","SB-52","Base Añelo","No"
"3",,"12999800",,"REAC","Falla mayor (Equipo no operativo)","Fluid-End","fluid end erosionado","4/9/2022 11:21 PM","Loc-271","Base Añelo","No"
"3",,"11501065",,"REAC","Falla mayor (Equipo no operativo)","Fluid-End","Fluid end erosionado","4/10/2022 3:28 AM","Loc-271","Base Añelo","No"
"3",,"11501080",,"REAC","Falla mayor (Equipo no operativo)","Transmision","Rotura de manguera de aceite en motor, lavado completo de equipo.","4/10/2022 1:24 PM","Loc-271","Base Añelo","No"
"3",,"10000000",,"REAC","Falla mayor (Equipo no operativo)","N/A","PRUEBA-TEST","4/12/2022 6:52 PM","SB-61","Base Añelo","No"
"3",,"10000000",,"MOV","DTM sin falla","N/A","Prueba-TEST","4/12/2022 7:50 PM","SB-61","Base Añelo","No"
"1",,"13057741",,"PREV","Inspeccion","Motor","alerta por exceso de temperatura de escape","4/12/2022 9:49 PM","BdC-5A","Base Añelo","No"
"1",,"13057741",,"PREV","Inspeccion","Motor","alerta por exceso de temperatura de escape","4/12/2022 9:49 PM","BdC-5A","Base Añelo","No"
"3",,"12108472",,"REAC","Falla menor (Equipo puede operar)","Power-End","Fisura en cuerpo de power end","4/13/2022 1:58 AM","Loc-271","Base Añelo","No"
"3",,"12002163",,"MOV","Mov a otra locacion sin falla","N/A",".","4/14/2022 12:55 AM","Loc-271","Se dirige a otro pozo","No"
"2",,"12153244",,"REAC","Falla menor (Equipo puede operar)","N/A","pedida por iem","4/14/2022 5:58 AM","SB-52","Base Añelo","No"
"2",,"11970658",,"REAC","Falla menor (Equipo puede operar)","N/A","solicitada por iem","4/14/2022 6:01 AM","SB-52","Base Añelo","No"
"1",,"12999791",,"REAC","Falla mayor (Equipo no operativo)","Motor","Alerta de turbo","4/14/2022 6:17 AM","BdC-5A","Base Añelo","No"
"1",,"13057735",,"REAC","Falla mayor (Equipo no operativo)","Fluid-End","Asiento piston 2 y 3 roto","4/14/2022 6:30 AM","BdC-5A","Base Añelo","No"
"3",,"11754409",,"MOV","Mov a otra locacion sin falla","N/A","se pasa a otra loc","4/14/2022 7:28 AM","Loc-271","Se dirige a otro pozo","No"
"3",,"11754409",,"MOV","Mov a otra locacion sin falla","N/A","se pasa a otra loc","4/14/2022 7:10 AM","Loc-271","Se dirige a otro pozo","No"
"3",,"11754409",,"MOV","Mov a otra locacion sin falla","N/A","se pasa a otra loc","4/14/2022 7:10 AM","Loc-271","Se dirige a otro pozo","No"
"3",,"11647244",,"REAC","Falla mayor (Equipo no operativo)","Transmision","residuos metalicos en filtro mgnetico","4/14/2022 7:42 AM","Loc-271","Base Añelo","No"
"1",,"11542685",,"REAC","Falla mayor (Equipo no operativo)","No se sabe","Bulones cortados en cardan cortos","4/15/2022 1:03 AM","BdC-5A","Base Añelo","No"
"1",,"12129757",,"REAC","Falla mayor (Equipo no operativo)","Motor","Baja por pedido de IEM por alerta de Turbo","4/15/2022 1:15 AM","BdC-5A","Base Añelo","No"
"2",,"13038517",,"PREV","PM / Service","N/A","bajada pedida por IEM","4/15/2022 1:13 PM","SB-52","Base Añelo","No"
"3",,"11754304",,"REAC","Falla mayor (Equipo no operativo)","Motor","gasea excesivo en motor","4/15/2022 3:14 PM","Loc-271","Base Añelo","No"
"3",,"12622242",,"REAC","Falla mayor (Equipo no operativo)","Fluid-End","esparragos cortados  y  perdida  por  reten de  reductora","4/16/2022 12:10 AM","Loc-271","Base Añelo","No"
"3",,"11647244",,"REAC","Falla mayor (Equipo no operativo)","Transmision","no levanta presion de aceite entransmision","4/16/2022 6:10 AM","Loc-271","Base Añelo","No"
"3",,"12643286",,"MOV","DTM sin falla","N/A","mal cargadda","4/16/2022 10:03 AM","Loc-271","Base Añelo","No"
"2",,"13038532",,"PREV","PM / Service","Fluid-End","Piston 1 agarrado, asiento de descarga roto, valvula de succion 5 agarrada","4/16/2022 10:07 PM","SB-52","Base Añelo","No"
"1",,"13057735",,"REAC","Falla mayor (Equipo no operativo)","N/A","No tenemos repuesto en locación para reparar","4/16/2022 6:00 PM","BdC-5A","Base Añelo","No"
"1",,"13057735",,"REAC","Falla mayor (Equipo no operativo)","N/A","Mtto a base para sacar asiento","4/17/2022 2:43 PM","BdC-5A","Base Añelo","No"
"1",,"12608139",,"REAC","Falla mayor (Equipo no operativo)","N/A","BAJA A BASE AÑELO POR FALTA DE RESPEUSTOS EN POZO","4/17/2022 2:54 PM","BdC-5A","Base Añelo","No"
"2",,"13038523",,"REAC","Falla mayor (Equipo no operativo)","N/A","piston 2 agarrado, no se puede empaquetar","4/18/2022 6:31 AM","SB-52","Base Añelo","No"
"2",,"11754409",,"REAC","Falla mayor (Equipo no operativo)","Caja angular","se baja por pedido de iem falta de repuestos y medios para reparar en locacion","4/18/2022 1:21 PM","SB-52","Base Añelo","No"
"2",,"11754409",,"REAC","Falla mayor (Equipo no operativo)","Radiador Vertical","cardan corto cortado","4/18/2022 8:04 PM","SB-52","Base Añelo","No"
"2",,"11754409",,"REAC","Falla mayor (Equipo no operativo)","Radiador Vertical","cardan corto cortado","4/18/2022 8:04 PM","SB-52","Base Añelo","No"
"2",,"11326934",,"REAC","Falla mayor (Equipo no operativo)","Fluid-End","(prensa agarrado) rotura en empaquetadura piston nro 2. se interrvino en  pozo pero baja  por  presentar  prensa agarrado. piston marcado. reivar  funcionamiento de  grasera","4/19/2022 3:07 PM","SB-52","Base Añelo","No"
"1",,"12999791",,,"Falla menor, falta MTTO","Camisa ","Bajo por falta de repuestos","4/20/2022 1:47 PM","BdC-5A","Base Añelo","No"
"1",,"12608142",,"REAC","Falla mayor (Equipo no operativo)","Transmision","Baja a base añelo por falla en transmision, baja sin pistones en power end, no tiene embolo de piston numero 3.","4/20/2022 3:30 PM","BdC-5A","Base Añelo","No"
"1",,"11528715",,"REAC","Falla mayor (Equipo no operativo)","Fluid-End","Cambiar asiento P1","4/20/2022 8:35 PM","BdC-5A","Base Añelo","No"
"2",,"12153244",,"REAC","Falla mayor (Equipo no operativo)","Motor","Solicitada por IEM","4/20/2022 10:48 PM","SB-52","Base Añelo","No"
"1",,"11528735",,"REAC","Falla mayor (Equipo no operativo)","Reductora","Caja de reductora","4/18/2022 11:50 PM","BdC-5A","Base Añelo","No"
"1",,"12608142",,"REAC","Falla mayor (Equipo no operativo)","Transmision","Transmision rota","4/19/2022 11:59 PM","BdC-5A","Base Añelo","No"
"1",,"12999791",,"REAC","Falla mayor (Equipo no operativo)","Fluid-End","asiento roto","4/21/2022 1:16 AM","BdC-5A","Base Añelo","No"
"1",,"12546214",,"REAC","Falla mayor (Equipo no operativo)","Fluid-End","Piston 3 agarrado","4/21/2022 3:26 AM","BdC-5A","Base Añelo","No"
"2",,"11754409",,"REAC","Falla mayor (Equipo no operativo)","Fluid-End","Fusible piston tres agarrado.","4/21/2022 11:52 AM","SB-52","Base Añelo","No"
"3",,"11720335",,"REAC","Falla mayor (Equipo no operativo)","Fluid-End","Cuerpo fisurado alojamiento Nro 1","4/21/2022 4:14 PM","Loc-271","Base Añelo","No"
"2",,"13057750",,"REAC","Falla mayor (Equipo no operativo)","Motor","Equipo gasea aceite por respiradero","4/21/2022 6:26 PM","SB-52","Base Añelo","No"
"2",,"11317872",,"REAC","Falla mayor (Equipo no operativo)","Motor","Radiador pinchado.","4/23/2022 6:21 PM","SB-52","Base Añelo","No"
"1",,"13057741",,"REAC","Falla mayor (Equipo no operativo)","Fluid-End","PISTON 2 AGARRADO CON PIPA ADAPTADOR","4/24/2022 9:09 AM","BdC-5A","Base Añelo","No"
"3",,"11528725",,"REAC","Falla mayor (Equipo no operativo)","Caja angular","Rotura de caja angular ","4/24/2022 11:52 AM","Loc-271","Base Añelo","No"
"1",,"13057741",,"REAC","Falla mayor (Equipo no operativo)","Fluid-End","piston 2 agarrado","4/24/2022 1:18 PM","BdC-5A","Base Añelo","No"
"2",,"13057723",,"REAC","Falla menor (Equipo puede operar)","Power-End","Power end fisurado","4/24/2022 5:52 PM","SB-52","Base Añelo","No"
"3",,"12999794",,"REAC","Falla mayor (Equipo no operativo)","Fluid-End","Fluid end fisurado en alojamiento Nro 1","4/25/2022 1:00 PM","Loc-271","Base Añelo","No"
"3",,"12999806",,"PREV","Inspeccion","Transmision","Filtro magnetico con particulas, perdio potencia en operacion","4/26/2022 8:24 AM","Loc-271","Base Añelo","No"
"1",,"11542685",,"REAC","Falla mayor (Equipo no operativo)","Power-End","PISTON 3 AGARRADO","4/26/2022 6:39 PM","BdC-5A","Base Añelo","No"
"2",,"13038529",,"PREV","Inspeccion","N/A","solicitada por iem","4/26/2022 9:58 PM","SB-52","Base Añelo","No"
"3",,"11501080",,"PREV","PM / Service","N/A","Prioridad 2 a pedido de iem","4/27/2022 3:31 AM","Loc-271","Base Añelo","No"
"2",,"13038538",,"PREV","PM / Service","N/A","pedida por iem","4/28/2022 7:16 PM","SB-52","Base Añelo","No"
"1",,"12999791",,"REAC","Falla mayor (Equipo no operativo)","Fluid-End","baja por asiento piston 2, rotura del mismo y no se puede sacar en pozo","4/28/2022 1:00 PM","BdC-5A","Base Añelo","No"
"1",,"12999791",,"REAC","Falla mayor (Equipo no operativo)","Fluid-End","baja por asiento piston 2, rotura del mismo y no se puede sacar en pozo","4/28/2022 1:00 PM","BdC-5A","Base Añelo","No"
"1",,"11501481",,"REAC","Falla menor (Equipo puede operar)","Fluid-End","baja a base anelo por piston 3 agarrado","4/28/2022 1:01 AM","BdC-5A","Base Añelo","No"
"2",,"12468283",,"REAC","Falla menor (Equipo puede operar)","No se sabe","sjdhdyh","4/29/2022 4:52 PM","SB-52","Base Añelo","No"
"2",,"12468265",,"REAC","Falla mayor (Equipo no operativo)","Fluid-End","VALVULA DE DESCARGA DEL PISTON 5 AGARRADA ","4/30/2022 1:09 AM","SB-52","Base Añelo","No"
"1",,"13038511",,"REAC","Falla mayor (Equipo no operativo)","Reductora","rotura en dumper caja reductora","4/30/2022 10:30 AM","BdC-5A","Base Añelo","No"
"3",,"11516556",,"REAC","Falla mayor (Equipo no operativo)","Motor","Falla en cilindro 5, 10 y 15","4/30/2022 12:42 PM","Loc-271","Base Añelo","No"
"3",,"11451139",,"PREV","PM / Service","Motor","Prioridad 1","4/30/2022 1:56 PM","Loc-271","Base Añelo","No"
"1",,"11528735",,"REAC","Falla mayor (Equipo no operativo)","Reductora","baja a base anelo por zumbito en reductora y alerta de SKF","4/29/2022 9:58 PM","BdC-5A","Base Añelo","No"
"1",,"11691235",,"MOV","DTM sin falla","N/A","BAJA A OTRO SET","4/30/2022 10:02 PM","BdC-5A","Se dirige a otro pozo","No"
"1",,"11528735",,"REAC","Falla mayor (Equipo no operativo)","Reductora","BAJA A BASE POR ZUMBIDO EN REDUCTORA Y ALERTA DE SKF","4/30/2022 10:01 PM","BdC-5A","Base Añelo","No"
"1",,"11528735",,"REAC","Falla menor (Equipo puede operar)","Reductora","BAJA POR ALERTA SKF","4/30/2022 10:04 PM","BdC-5A","Base Añelo","No"
"1",,"11528735",,"REAC","Falla mayor (Equipo no operativo)","Reductora","BAJA A BASE POR ZUMBIDO EN REDUCTORA Y ALERTA DE SKF","4/30/2022 10:01 PM","BdC-5A","Base Añelo","No"
"1",,"11528735",,"REAC","Falla mayor (Equipo no operativo)","Reductora","BAJA A BASE POR ZUMBIDO EN REDUCTORA Y ALERTA DE SKF","4/30/2022 10:01 PM","BdC-5A","Base Añelo","No"
"1",,"11528735",,"REAC","Falla mayor (Equipo no operativo)","Reductora","BAJA A BASE POR ZUMBIDO EN REDUCTORA Y ALERTA DE SKF","4/30/2022 10:01 PM","BdC-5A","Base Añelo","No"
"2",,"13057726",,"REAC","Falla mayor (Equipo no operativo)","Motor","perdida por reten de PE. Gasea por respirador y pérdida de aceite.Pérdida por el block de bobina. Perdida por reten de PTO superior y reten de bancada de motor. Lavar radiadores.","5/1/2022 12:49 PM","SB-52","Base Añelo","No"
"3",,"11754299",,"MOV","Mov a otra locacion sin falla","N/A","traslado a otra locacion (shell)","5/1/2022 2:24 PM","Loc-271","Se dirige a otro pozo","No"
"1",,"11452211",,"PREV","Inspeccion","Motor","baja por pedido de IEM","4/30/2022 10:29 PM","BdC-5A","Base Añelo","No"
"3",,"12545652",,"PREV","PM / Service","Motor","Baja equipo para rotacion, prioridad 1.","5/2/2022 2:15 AM","Loc-271","Base Añelo","No"
"2",,"13038529",,"REAC","Falla mayor (Equipo no operativo)","Motor","Gasea por resirador. Lavar radiador. Cambiar retenes de power end. Perdida de aceite por trompa/reten angular.","5/2/2022 9:56 AM","SB-52","Base Añelo","No"
"3",,"11528730",,"REAC","Falla mayor (Equipo no operativo)","Fluid-End","Rosca en fluid end alojamiento Nro 2 dañada","5/2/2022 12:35 PM","Loc-271","Base Añelo","No"
"1",,"11410827",,"REAC","Falla mayor (Equipo no operativo)","Transmision","FALLA TRANSMISION","5/2/2022 11:00 AM","BdC-5A","Base Añelo","No"
"3",,"11501075",,"PREV","PM / Service","N/A","Prioridad 1","5/3/2022 9:55 AM","Loc-271","Base Añelo","No"
"3",,"12506570",,"PREV","PM / Service","N/A","Prioridad 1","5/3/2022 11:41 AM","Loc-271","Base Añelo","No"
"1",,"13038520",,"REAC","Falla menor (Equipo puede operar)","Transmision","falla en transmision , baja sin pistones (3) y valvulas de fluid end","5/3/2022 1:17 PM","BdC-5A","Base Añelo","No"
"3",,"13057741",,"MOV","Mov a otra locacion sin falla","N/A","Movimiento de Loc 271 (SET3) a Emea (Set1)","5/4/2022 10:11 AM","Loc-271","Se dirige a otro pozo","No"
"3",,"12546214",,"MOV","Mov a otra locacion sin falla","N/A","Movimiento de Loc 271 (SET3) a Emea (set 1)","5/4/2022 10:17 AM","Loc-271","Se dirige a otro pozo","No"
"1",,"11970888",,"REAC","Falla menor (Equipo puede operar)","Transmision","Se encuentran particulas metalicas en filtro magnetico","5/4/2022 2:58 PM","BdC-5A","Base Añelo","No"
"1",,"11970564",,"REAC","Falla mayor (Equipo no operativo)","Motor","PROBLEMA EN TURBO","5/4/2022 3:01 PM","BdC-5A","Base Añelo","No"
"1",,"12999791",,"REAC","Falla mayor (Equipo no operativo)","Fluid-End","baja a base por rotura de asiento succion dos, no se pudo sacar en pozo por rotura  labio en asiento","5/3/2022 8:17 PM","BdC-5A","Base Añelo","No"
"2",,"13038514",,"REAC","Falla mayor (Equipo no operativo)","Fluid-End","fisura piston 1","5/5/2022 1:44 AM","SB-52","Base Añelo","No"
"1",,"12468286",,"REAC","Falla mayor (Equipo no operativo)","Fluid-End","BAJA A BASE A;ELO POR FISURA EN PISTON 2, TAPA FRONTAL","5/5/2022 3:34 AM","BdC-5A","Base Añelo","No"
